ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
UESG,UEMT,UESG | BGN | Белая Гора,UEMT | USR | Усть-Нера,467
UESG,UEMH,UESG | BGN | Белая Гора,UEMH | KDY | Хандыга | Теплый Ключ,772
UESG,UESS,UESG | BGN | Белая Гора,UESS | CYX | Черский,612
UESG,UESO,UESG | BGN | Белая Гора,UESO | CKH | Чокурдах,239
UUOB,URKA,UUOB | EGO | Белгород,URKA | AAQ | Анапа | Витязево,629
UUOB,URWA,UUOB | EGO | Белгород,URWA | ASF | Астрахань,972
UUOB,UWSB,UUOB | EGO | Белгород,UWSB | BWO | Балаково | Малая Быковка,789
UUOB,UUBP,UUOB | EGO | Белгород,UUBP | BZK | Брянск,330
UUOB,ULLK,UUOB | EGO | Белгород,ULLK | Великий Новгород | Кречевицы,949
UUOB,URWW,UUOB | EGO | Белгород,URWW | VOG | Волгоград | Гумрак,595
UUOB,ULWW,UUOB | EGO | Белгород,ULWW | VGD | Вологда,984
UUOB,UUOO,UUOB | EGO | Белгород,UUOO | VOZ | Воронеж | Чертовицкое,225
UUOB,URKG,UUOB | EGO | Белгород,URKG | GDZ | Геленджик,682
UUOB,UUBW,UUOB | EGO | Белгород,UUBW | ZIA | Раменское | Жуковский,556
UUOB,UUBI,UUOB | EGO | Белгород,UUBI | IWA | Иваново | Южный,756
UUOB,UUBC,UUOB | EGO | Белгород,UUBC | KLF | Калуга | Грабцево,434
UUOB,UUBA,UUOB | EGO | Белгород,UUBA | KMW | Кострома | Сокеркино,846
UUOB,URKK,UUOB | EGO | Белгород,URKK | KRR | Краснодар | Пашковский,652
UUOB,UUOK,UUOB | EGO | Белгород,UUOK | URS | Курск | Восточный,124
UUOB,UUOL,UUOB | EGO | Белгород,UUOL | LPK | Липецк,306
UUOB,URMM,UUOB | EGO | Белгород,URMM | MRV | Минеральные Воды,864
UUOB,UUWW,UUOB | EGO | Белгород,UUWW | VKO | Москва | Внуково,553
UUOB,UUDD,UUOB | EGO | Белгород,UUDD | DME | Москва | Домодедово,537
UUOB,UUEE,UUOB | EGO | Белгород,UUEE | SVO | Москва | Шереметьево,595
UUOB,URMN,UUOB | EGO | Белгород,URMN | NAL | Нальчик,955
UUOB,UWGG,UUOB | EGO | Белгород,UWGG | GOJ | Нижний Новгород | Стригино,783
UUOB,UWPP,UUOB | EGO | Белгород,UWPP | PEZ | Пенза,641
UUOB,ULOO,UUOB | EGO | Белгород,ULOO | PKV | Псков | Кресты,956
UUOB,URRP,UUOB | EGO | Белгород,URRP | ROV | Ростов-на-Дону | Платов,426
UUOB,UWWW,UUOB | EGO | Белгород,UWWW | KUF | Самара | Курумоч,981
UUOB,UWPS,UUOB | EGO | Белгород,UWPS | SKX | Саранск,702
UUOB,UWSG,UUOB | EGO | Белгород,UWSG | Саратов | Гагарин,679
UUOB,URFB,UUOB | EGO | Белгород,URFB | Севастополь | Бельбек,699
UUOB,URFF,UUOB | EGO | Белгород,URFF | Симферополь,651
UUOB,URSS,UUOB | EGO | Белгород,URSS | AER | Сочи,839
UUOB,URMT,UUOB | EGO | Белгород,URMT | STW | Ставрополь | Шпаковское,740
UUOB,UUOT,UUOB | EGO | Белгород,UUOT | TBW | Тамбов | Донское,414
UUOB,UWLL,UUOB | EGO | Белгород,UWLL | ULV | Ульяновск | Баратаевка,886
UUOB,UWKS,UUOB | EGO | Белгород,UWKS | CSY | Чебоксары,936
UUOB,ULWC,UUOB | EGO | Белгород,ULWC | CEE | Череповец,965
UUOB,URWI,UUOB | EGO | Белгород,URWI | ESL | Элиста,742
UUOB,UUDL,UUOB | EGO | Белгород,UUDL | IAR | Ярославль | Туношна,804
UHMR,UHMA,UHMR | Беринговский,UHMA | DYR | Анадырь | Угольный,205
UHMR,UHME,UHMR | Беринговский,UHME | Залив Креста,379
UHMR,UHML,UHMR | Беринговский,UHML | Залив Лаврентия,548
UHMR,UHPZ,UHMR | Беринговский,UHPZ | Каменское,671
UHMR,UHMK,UHMR | Беринговский,UHMK | KPW | Кепервеем,810
UHMR,UHPN,UHMR | Беринговский,UHPN | Манилы,714
UHMR,UHMO,UHMR | Беринговский,UHMO | KVM | Марково | Марково,473
UHMR,UHMN,UHMR | Беринговский,UHMN | Омолон,942
UHMR,UHPD,UHMR | Беринговский,UHPD | Оссора,968
UHMR,UHPA,UHMR | Беринговский,UHPA | Пахачи,602
UHMR,UHMP,UHMR | Беринговский,UHMP | PWE | Певек,846
UHMR,UHMD,UHMR | Беринговский,UHMD | PVS | Бухта Провидения,398
UHMR,UHPT,UHMR | Беринговский,UHPT | Тиличики,759
UHBB,UEEA,UHBB | BQS | Благовещенск | Игнатьево,UEEA | ADH | Алдан,919
UHBB,UHNA,UHBB | BQS | Благовещенск | Игнатьево,UHNA | Аян | Мунук,970
UHBB,UHNB,UHBB | BQS | Благовещенск | Игнатьево,UHNB | BQG | Богородское,931
UHBB,UHHG,UHBB | BQS | Благовещенск | Игнатьево,UHHG | Бомнак,486
UHBB,UHWW,UHBB | BQS | Благовещенск | Игнатьево,UHWW | VVO | Владивосток | Кневичи,859
UHBB,UHBE,UHBB | BQS | Благовещенск | Игнатьево,UHBE | Зея | Зея,363
UHBB,UHKK,UHBB | BQS | Благовещенск | Игнатьево,UHKK | KXK | Комсомольск-на-Амуре | Хурба,676
UHBB,UELL,UHBB | BQS | Благовещенск | Игнатьево,UELL | NER | Нерюнгри | Чульман,740
UHBB,UHNN,UHBB | BQS | Благовещенск | Игнатьево,UHNN | NLI | Николаевск-на-Амуре,960
UHBB,UHBW,UHBB | BQS | Благовещенск | Игнатьево,UHBW | TYD | Тында | Тында,569
UHBB,UHHH,UHBB | BQS | Благовещенск | Игнатьево,UHHH | KHV | Хабаровск | Новый,601
UHBB,UHNH,UHBB | BQS | Благовещенск | Игнатьево,UHNH | Херпучи,836
UHBB,UIAR,UHBB | BQS | Благовещенск | Игнатьево,UIAR | Чара,940
UHBB,UIAA,UHBB | BQS | Благовещенск | Игнатьево,UIAA | HTA | Чита | Кадала,999
UHBB,UHHY,UHBB | BQS | Благовещенск | Игнатьево,UHHY | Чумикан,714
UHBB,UHBP,UHBB | BQS | Благовещенск | Игнатьево,UHBP | Экимчан | Экимчан,482
USDB,ULDD,USDB | BVJ | Бованенково,ULDD | AMV | Амдерма,265
USDB,ULDW,USDB | BVJ | Бованенково,ULDW | VRI | Варандей,426
USDB,UUYW,USDB | BVJ | Бованенково,UUYW | VKT | Воркута,360
USDB,UODD,USDB | BVJ | Бованенково,UODD | DKS | Диксон,547
USDB,UOII,USDB | BVJ | Бованенково,UOII | IAA | Игарка,798
USDB,USRK,USDB | BVJ | Бованенково,USRK | KGP | Когалым,946
USDB,USMM,USDB | BVJ | Бованенково,USMM | NYM | Надым,568
USDB,ULAM,USDB | BVJ | Бованенково,ULAM | NNM | Нарьян-Мар,675
USDB,USMU,USDB | BVJ | Бованенково,USMU | NUX | Новый Уренгой,581
USDB,UOOO,USDB | BVJ | Бованенково,UOOO | NSK | Норильск | Алыкель,737
USDB,USRO,USDB | BVJ | Бованенково,USRO | NOJ | Ноябрьск,850
USDB,USDA,USDB | BVJ | Бованенково,USDA | SBT | Сабетта,169
USDB,USDD,USDB | BVJ | Бованенково,USDD | SLY | Салехард,421
USDB,USDS,USDB | BVJ | Бованенково,USDS | TQL | Тарко-Сале,721
USDB,USDO,USDB | BVJ | Бованенково,USDO | Толька,918
USDB,UOTT,USDB | BVJ | Бованенково,UOTT | THX | Туруханск | Туруханск,953
USDB,UUYS,USDB | BVJ | Бованенково,UUYS | USK | Усинск,660
USDB,USDM,USDB | BVJ | Бованенково,USDM | Утренний,232
USDB,USMQ,USDB | BVJ | Бованенково,USMQ | Ямбург,373
UHNB,UHNA,UHNB | BQG | Богородское,UHNA | Аян | Мунук,477
UHNB,UHBB,UHNB | BQG | Богородское,UHBB | BQS | Благовещенск | Игнатьево,931
UHNB,UHHG,UHNB | BQG | Богородское,UHHG | Бомнак,809
UHNB,UHBE,UHNB | BQG | Богородское,UHBE | Зея | Зея,906
UHNB,UHKK,UHNB | BQG | Богородское,UHKK | KXK | Комсомольск-на-Амуре | Хурба,328
UHNB,UHNN,UHNB | BQG | Богородское,UHNN | NLI | Николаевск-на-Амуре,87
UHNB,UHSN,UHNB | BQG | Богородское,UHSN | NGK | Ноглики,196
UHNB,UHSH,UHNB | BQG | Богородское,UHSH | OHH | Оха | Новостройка,206
UHNB,UHOO,UHNB | BQG | Богородское,UHOO | OHO | Охотск,799
UHNB,UEMU,UHNB | BQG | Богородское,UEMU | UMS | Усть-Мая,961
UHNB,UHHH,UHNB | BQG | Богородское,UHHH | KHV | Хабаровск | Новый,568
UHNB,UHNH,UHNB | BQG | Богородское,UHNH | Херпучи,128
UHNB,UHHY,UHNB | BQG | Богородское,UHHY | Чумикан,428
UHNB,UHSK,UHNB | BQG | Богородское,UHSK | EKS | Шахтерск,373
UHNB,UHBP,UHNB | BQG | Богородское,UHBP | Экимчан | Экимчан,512
UHNB,UHSS,UHNB | BQG | Богородское,UHSS | UUS | Южно-Сахалинск | Хомутово,632
UHNB,UHSI,UHNB | BQG | Богородское,UHSI | ITU | Итуруп,964
UIKB,UERA,UIKB | ODO | Бодайбо,UERA | Айхал,913
UIKB,UEEA,UIKB | ODO | Бодайбо,UEEA | ADH | Алдан,660
UIKB,UHHG,UIKB | ODO | Бодайбо,UHHG | Бомнак,968
UIKB,UIBB,UIKB | ODO | Бодайбо,UIBB | BTK | Братск,776
UIKB,UNIW,UIKB | ODO | Бодайбо,UNIW | Ванавара,736
UIKB,UENI,UIKB | ODO | Бодайбо,UENI | VHV | Верхневилюйск,704
UIKB,UENW,UIKB | ODO | Бодайбо,UENW | VYI | Вилюйск,770
UIKB,UIKE,UIKB | ODO | Бодайбо,UIKE | ERG | Ербогачен,516
UIKB,UHBE,UIKB | ODO | Бодайбо,UHBE | Зея | Зея,928
UIKB,UIII,UIKB | ODO | Бодайбо,UIII | IKT | Иркутск,883
UIKB,UIKK,UIKB | ODO | Бодайбо,UIKK | KCK | Киренск,367
UIKB,UNKI,UIKB | ODO | Бодайбо,UNKI | Кодинск,891
UIKB,UERL,UIKB | ODO | Бодайбо,UERL | ULK | Ленск | Ленск,320
UIKB,UEMM,UIKB | ODO | Бодайбо,UEMM | GYG | Маган,974
UIKB,UERR,UIKB | ODO | Бодайбо,UERR | MJZ | Мирный,520
UIKB,UELL,UIKB | ODO | Бодайбо,UELL | NER | Нерюнгри | Чульман,649
UIKB,UIUN,UIKB | ODO | Бодайбо,UIUN | Нижнеангарск,364
UIKB,UENN,UIKB | ODO | Бодайбо,UENN | NYR | Нюрба,645
UIKB,UEMO,UIKB | ODO | Бодайбо,UEMO | OLZ | Олёкминск,454
UIKB,UERP,UIKB | ODO | Бодайбо,UERP | PYJ | Полярный,958
UIKB,UEMS,UIKB | ODO | Бодайбо,UEMS | Сангар,982
UIKB,UENS,UIKB | ODO | Бодайбо,UENS | SUY | Сунтар,517
UIKB,UIKG,UIKB | ODO | Бодайбо,UIKG | Таксимо,172
UIKB,UECT,UIKB | ODO | Бодайбо,UECT | TLK | Талакан,290
UIKB,UHBW,UIKB | ODO | Бодайбо,UHBW | TYD | Тында | Тында,707
UIKB,UIUU,UIKB | ODO | Бодайбо,UIUU | UUD | Улан-Удэ | Байкал,802
UIKB,UITT,UIKB | ODO | Бодайбо,UITT | UKX | Усть-Кут | Усть-Кут,523
UIKB,UIAR,UIKB | ODO | Бодайбо,UIAR | Чара,264
UIKB,UIAA,UIKB | ODO | Бодайбо,UIAA | HTA | Чита | Кадала,652
UIKB,UEEE,UIKB | ODO | Бодайбо,UEEE | YKS | Якутск,983
UHHG,UEEA,UHHG | Бомнак,UEEA | ADH | Алдан,482
UHHG,UHNA,UHHG | Бомнак,UHNA | Аян | Мунук,609
UHHG,UHBB,UHHG | Бомнак,UHBB | BQS | Благовещенск | Игнатьево,486
UHHG,UHNB,UHHG | Бомнак,UHNB | BQG | Богородское,809
UHHG,UIKB,UHHG | Бомнак,UIKB | ODO | Бодайбо,968
UHHG,UHBE,UHHG | Бомнак,UHBE | Зея | Зея,162
UHHG,UHKK,UHHG | Бомнак,UHKK | KXK | Комсомольск-на-Амуре | Хурба,726
UHHG,UEMM,UHHG | Бомнак,UEMM | GYG | Маган,824
UHHG,UELL,UHHG | Бомнак,UELL | NER | Нерюнгри | Чульман,348
UHHG,UHNN,UHHG | Бомнак,UHNN | NLI | Николаевск-на-Амуре,792
UHHG,UEMO,UHHG | Бомнак,UEMO | OLZ | Олёкминск,807
UHHG,UHSH,UHHG | Бомнак,UHSH | OHH | Оха | Новостройка,924
UHHG,UIKG,UHHG | Бомнак,UIKG | Таксимо,896
UHHG,UHBW,UHHG | Бомнак,UHBW | TYD | Тында | Тында,268
UHHG,UEMU,UHHG | Бомнак,UEMU | UMS | Усть-Мая,711
UHHG,UHHH,UHHG | Бомнак,UHHH | KHV | Хабаровск | Новый,814
UHHG,UHNH,UHHG | Бомнак,UHNH | Херпучи,682
UHHG,UIAR,UHHG | Бомнак,UIAR | Чара,706
UHHG,UHHY,UHHG | Бомнак,UHHY | Чумикан,414
UHHG,UHBP,UHHG | Бомнак,UHBP | Экимчан | Экимчан,324
UHHG,UEEE,UHHG | Бомнак,UEEE | YKS | Якутск,824
UIBB,UNAA,UIBB | BTK | Братск,UNAA | ABA | Абакан,720
UIBB,UNIB,UIBB | BTK | Братск,UNIB | Байкит,665
UIBB,UIKB,UIBB | BTK | Братск,UIKB | ODO | Бодайбо,776
UIBB,UNIW,UIBB | BTK | Братск,UNIW | Ванавара,445
UIBB,UNII,UIBB | BTK | Братск,UNII | EIE | Енисейск,621
UIBB,UIKE,UIBB | BTK | Братск,UIKE | ERG | Ербогачен,656
UIBB,UIII,UIBB | BTK | Братск,UIII | IKT | Иркутск,489
UIBB,UNEE,UIBB | BTK | Братск,UNEE | KEJ | Кемерово | Имени Алексея Леонова,982
UIBB,UIKK,UIBB | BTK | Братск,UIKK | KCK | Киренск,416
UIBB,UNKI,UIBB | BTK | Братск,UNKI | Кодинск,282
UIBB,UNKL,UIBB | BTK | Братск,UNKL | KJA | Красноярск | Емельяново,570
UIBB,UNKY,UIBB | BTK | Братск,UNKY | KYZ | Кызыл,708
UIBB,UERL,UIBB | BTK | Братск,UERL | ULK | Ленск | Ленск,902
UIBB,UERR,UIBB | BTK | Братск,UERR | MJZ | Мирный,977
UIBB,UNIM,UIBB | BTK | Братск,UNIM | Мотыгино,465
UIBB,UIUN,UIBB | BTK | Братск,UIUN | Нижнеангарск,495
UIBB,UNWW,UIBB | BTK | Братск,UNWW | NOZ | Новокузнецк | Спиченково,985
UIBB,UNIP,UIBB | BTK | Братск,UNIP | TGP | Подкаменная Тунгуска,887
UIBB,UNIS,UIBB | BTK | Братск,UNIS | Северо-Енисейск,675
UIBB,UIKG,UIBB | BTK | Братск,UIKG | Таксимо,816
UIBB,UECT,UIBB | BTK | Братск,UECT | TLK | Талакан,674
UIBB,UNIT,UIBB | BTK | Братск,UNIT | Тура-Горный,889
UIBB,UIUU,UIBB | BTK | Братск,UIUU | UUD | Улан-Удэ | Байкал,631
UIBB,UITT,UIBB | BTK | Братск,UITT | UKX | Усть-Кут | Усть-Кут,253
UIBB,UIAA,UIBB | BTK | Братск,UIAA | HTA | Чита | Кадала,896
UUBP,URKA,UUBP | BZK | Брянск,URKA | AAQ | Анапа | Витязево,941
UUBP,UWSB,UUBP | BZK | Брянск,UWSB | BWO | Балаково | Малая Быковка,931
UUBP,UUOB,UUBP | BZK | Брянск,UUOB | EGO | Белгород,330
UUBP,ULLK,UUBP | BZK | Брянск,ULLK | Великий Новгород | Кречевицы,627
UUBP,URWW,UUBP | BZK | Брянск,URWW | VOG | Волгоград | Гумрак,866
UUBP,ULWW,UUBP | BZK | Брянск,ULWW | VGD | Вологда,763
UUBP,UUOO,UUBP | BZK | Брянск,UUOO | VOZ | Воронеж | Чертовицкое,376
UUBP,URKG,UUBP | BZK | Брянск,URKG | GDZ | Геленджик,999
UUBP,UUBW,UUBP | BZK | Брянск,UUBW | ZIA | Раменское | Жуковский,366
UUBP,UUBI,UUBP | BZK | Брянск,UUBI | IWA | Иваново | Южный,598
UUBP,UWKJ,UUBP | BZK | Брянск,UWKJ | JOK | Йошкар-Ола,958
UUBP,UMKK,UUBP | BZK | Брянск,UMKK | KGD | Калининград | Храброво,906
UUBP,UUBC,UUBP | BZK | Брянск,UUBC | KLF | Калуга | Грабцево,207
UUBP,UUBA,UUBP | BZK | Брянск,UUBA | KMW | Кострома | Сокеркино,668
UUBP,URKK,UUBP | BZK | Брянск,URKK | KRR | Краснодар | Пашковский,979
UUBP,UUOK,UUBP | BZK | Брянск,UUOK | URS | Курск | Восточный,217
UUBP,UUOL,UUBP | BZK | Брянск,UUOL | LPK | Липецк,364
UUBP,UUWW,UUBP | BZK | Брянск,UUWW | VKO | Москва | Внуково,333
UUBP,UUDD,UUBP | BZK | Брянск,UUDD | DME | Москва | Домодедово,344
UUBP,UUEE,UUBP | BZK | Брянск,UUEE | SVO | Москва | Шереметьево,371
UUBP,UWGG,UUBP | BZK | Брянск,UWGG | GOJ | Нижний Новгород | Стригино,703
UUBP,UWPP,UUBP | BZK | Брянск,UWPP | PEZ | Пенза,725
UUBP,ULPB,UUBP | BZK | Брянск,ULPB | PES | Петрозаводск | Бесовец,965
UUBP,ULOO,UUBP | BZK | Брянск,ULOO | PKV | Псков | Кресты,625
UUBP,URRP,UUBP | BZK | Брянск,URRP | ROV | Ростов-на-Дону | Платов,755
UUBP,ULLI,UUBP | BZK | Брянск,ULLI | LED | Санкт-Петербург | Пулково,771
UUBP,UWPS,UUBP | BZK | Брянск,UWPS | SKX | Саранск,735
UUBP,UWSG,UUBP | BZK | Брянск,UWSG | Саратов | Гагарин,831
UUBP,URFB,UUBP | BZK | Брянск,URFB | Севастополь | Бельбек,948
UUBP,URFF,UUBP | BZK | Брянск,URFF | Симферополь,907
UUBP,UUOT,UUBP | BZK | Брянск,UUOT | TBW | Тамбов | Донское,492
UUBP,UWLL,UUBP | BZK | Брянск,UWLL | ULV | Ульяновск | Баратаевка,932
